AccusedRef,FirstName,LastName,Alias,DesTitle,Sex,Res_settlement,Res_parish,Res_presbytery,Res_county,MaritalStatus,Occupation,Notes
A/LA/2879,Katharine,Cristie,,,Female,,P/ST/804,Chirnside,Berwick,,,
A/LA/2880,Patrick,Sinclair,,,Male,,,,Berwick,,,
A/LA/2881,Aleson,Sinclair,,,Female,,,,,,,
A/LA/2882,John,Cristie,,Sir,Male,,P/ST/804,Chirnside,Berwick,Married,,
A/LA/2883,Adam,Cristie,,,Male,,P/ST/804,Duns,Berwick,,,I think he is related to the other Cristies denounced in this group.
A/LA/2884,Jonet,Wilson,,,Female,,,,Haddington,,,named by A. Hammilton and others from Haddington county.
A/LA/2885,Jonet,Wallace,,,Female,,P/ST/737,Duns,Berwick,,,
A/LA/2887,Katherine,Wemes,,,Female,,P/ST/737,Duns,Berwick,,,
A/LA/2888,Katherine,King,,,Female,,P/ST/737,Duns,Berwick,,,
A/LA/2889,James,Unknown,,,Male,,P/ST/737,Duns,Berwick,,,
A/LA/2890,Agnes,Duddingston,,,Female,,P/ST/737,Duns,Berwick,,,
A/LA/2891,Agnes,Allane,,,Female,,P/ST/1408,Haddington,Haddington,,,
A/LA/2892,Grissell,Rankin,,,Female,,,,Fife,,,
A/LA/2893,Margaret,Williamson,,,Female,,,,Fife,,,
A/LA/2894,Issobell,Pope,,,Female,,,,Fife,,,
A/LA/2895,James,Jervie,,,Male,,,,Stirling,,,
A/LA/2896,Jonet,Mackley,,,Female,,,,Stirling,,,
A/LA/2898,Agnes,Baxter,,,Female,Spinnelford,,Haddington,Haddington,,,
A/LA/2899,Wife of Alexander,Aitkin,,,,,,Haddington,Haddington,,,
A/LA/2900,Mathew,Connell,,,Male,,,Haddington,Haddington,Married,,
A/LA/2901,Jannet,Craig,,,Female,,,Stirling,Stirling,,,I assume she is from stirling because part of a group from here.
A/LA/2902,Katherine,Miller,,,Female,,,,Orkney,,,
A/LA/2903,Mareoun,Geilsdochter,,,Female,Waiss,,,Shetland,,,
A/LA/2904,Poile,Watson,,,Male,Waiss,,,Shetland,Married,,no modern first name
A/LA/2905,Wife of Poil,Watson,,,Female,Waiss,,,Shetland,,,no modern first name
A/LA/2906,Nicole,Culsetter,,,Male,,,,Shetland,,,I think he was from the Shetland area
A/LA/2907,Mareoun,Unknown,,,Female,Quytenes,P/ST/1563,Lerwick,Shetland,,,
A/LA/2908,Catherein,Thomasdochter,,,Female,Fulay,,,Shetland,,,
A/LA/2909,Mareoun,Cromertie,,,Female,,P/ST/441,Lerwick,Shetland,,,Not sure about the presbytery
A/LA/2910,Marioun,Lening,,,Female,,P/ST/1330,North Isles,Orkney,Married,,
A/LA/2911,Jonet,Dynneis,,,Female,Fetlar,,,Shetland,Widowed,,
A/LA/2912,Kathareen,Manson,,,Female,,P/ST/553,Cairston,Orkney,,,
A/LA/2913,Scota,Bess,,,,,P/ST/1466,North Isles,Orkney,,,
A/LA/2914,Margaret,Wick,,,Female,,P/ST/1425,North Isles,Orkney,,,
A/LA/2915,Helen,A Wallis,,,Female,,,,Orkney,,,"I think A Wallis means that she is from Walls, however Walls parish is in Shetland.  No modern last name."
A/LA/2920,Margaret,Couper,,,Female,,P/ST/1004,Haddington,Haddington,Married,,
A/LA/2921,Agnes,Dalgliesh,,,Female,,P/ST/1004,Haddington,Haddington,Married,,
A/LA/2922,Jennet,Wilson,,,Female,Kirks,P/ST/1004,Haddington,Haddington,Married,,
A/LA/2923,Henwife,Unknown,,,Female,Woodhead,,,Haddington,Married,,Spouse to a wobster
A/LA/2924,Jennet,Maitland,,,Female,Hielie,,,,,,Don't know the parish but probably Ormiston because she was listed with 'peaston' witches.
A/LA/2925,Mother of David,Johnston,,,Female,,,,,,,
A/LA/2926,Mother of William,Allane,,,Female,Paiston,P/ST/1321,Dalkeith,Edinburgh,,,
A/LA/2927,Wife of Walter,Spense,,,Female,Paiston,P/ST/1321,Dalkeith,Edinburgh,,,"the record only said Paiston, but Paiston is in Ormiston parish."
A/LA/2928,Margaret,Hewat,,,Female,,P/ST/575,Linlithgow,Linlithgow,Married,,
A/LA/2929,Eupham,Harther,,,Female,,P/ST/575,Linlithgow,Linlithgow,Married,,no modern last name
A/LA/2930,Jonet,Crystie,,,Female,,P/ST/575,Linlithgow,Linlithgow,Married,,
A/LA/2931,Margaret,Hammilton,,,Female,,P/ST/575,Linlithgow,Linlithgow,Married,,husband a sailor.  Described as lately burnt
A/LA/2932,Jonet,Stewart,,,Female,,P/ST/575,Linlithgow,Linlithgow,,,indweller in Bo'ness
A/LA/2933,Grissel,Croudie,,,Female,,P/ST/575,Linlithgow,Linlithgow,,,indweller in Bo'ness.  No modern last name
A/LA/2934,Jonet,Colquhone,,,Female,,P/ST/575,Linlithgow,Linlithgow,,,
A/LA/2935,Margaret,Hammilton,,,Female,,P/ST/575,Linlithgow,Linlithgow,Widowed,,
A/LA/2936,Walter,Anderson,,,Female,Grange Pans,P/ST/575,Linlithgow,Linlithgow,Married,,
A/LA/2937,Wife of Walte,Anderson,,,Female,Grange Pans,P/ST/575,Linlithgow,Linlithgow,Married,,
A/LA/2938,Margaret,Wood,,,Female,,P/ST/575,Linlithgow,Linlithgow,,,
A/LA/2939,Margaret,Kincaid,,,Female,,,Linlithgow,Linlithgow,,,She died in prison.
A/LA/2940,Jean,Ffoddin,,,Female,Bonhard Pannes,,Linlithgow,Linlithgow,Widowed,,
A/LA/2941,Helen,Trotton,,,Female,,,Linlithgow,Linlithgow,Married,,no modern last name.
A/LA/2942,Elspeth,Watson,,,Female,,,Linlithgow,Linlithgow,,,Mother to piper black in mure edye?
A/LA/2943,Margaret,Law,,,Female,Bonhard,,Linlithgow,Linlithgow,,,
A/LA/2944,Eupham,Wright,,,Female,,P/ST/440,Stirling,Stirling,,,
A/LA/2945,Adam,Donaldson,,,Male,,P/ST/440,Stirling,Stirling,,,
A/LA/2950,Issobell,Gotterson,,,Female,,P/ST/1133,Earlston,Berwick,Married,,
A/LA/2951,John,Corsbie,,,Female,Lintley,P/ST/516,Duns,Berwick,,,
A/LA/2952,Isobell,Robeson,,,Female,,P/ST/1133,Earlston,Berwick,Married,,
A/LA/2953,Anna,Grey,,,Female,Bankheid,P/ST/700,Irvine,Ayr,,,"repute a witch for 20 years.  Age estimated at 45.  Says that she is from Bankheid but she 'haunts' the parishes of Keith and Dalry, esp. Dalry."
A/LA/2954,Marion,Hopkirk,,,Female,,P/ST/1085,Penpoint,Dumfries,,,"The case mentioned the Parish of Kilbride.  There are many variations of Kilbride in many different counties.  I decided on Penpoint, Dumfries because it was the only one that had Kilbride listed on its own."
A/LA/2955,John,Alexander,,,Male,,P/ST/1085,Penpoint,Dumfries,,,"The case mentioned the Parish of Kilbride.  There are many variations of Kilbride in many different counties.  I decided on Penpoint, Dumfries because it was the only one that had Kilbride listed on its own."
A/LA/2956,Agnes,Armstrong,,,Female,,P/ST/609,,Dumfries,,,"Can't find the parish 'Cannisbay' to assign a presbytery.  Because she was listed on a fugitive roll from Dumfries, I do not believe she is from the parish of Canisbay in Caithness."
A/LA/2957,Helen,Herkertson,,,Female,,,,,,,don't know where she is from?  Described as 'dead' on the fugitive list.  No modern last name.
A/LA/2958,Bessie,Berk,,,Female,Lakeheid,P/ST/1051,Dumfries,Dumfries,Married,,"We are not sure which presbytery Kirkmahoe is in, but two sides of the parish border on parishes in Dumfries so I guessed."
A/LA/2959,Christine,Douglas,,,Female,,P/ST/33,Edinburgh,Edinburgh,Married,,indweller in Leith
A/LA/2960,Jonet,Fultoun,,,Female,,P/ST/33,Edinburgh,Edinburgh,Married,,Husband a ferrier.  She fled Prestonpanns in Haddington with a reputation for witchcraft.
A/LA/2961,Jonet,Carswell,Caldwell,,Female,,,,Edinburgh,,,
A/LA/2962,Jonet,Durie,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2963,Elspeth,Durie,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2964,Agnes,Anderson,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2965,Issobell,Davidson,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2966,Bessie,Dock,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2967,Euphame,Henderson,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2968,Agnes,Mertene,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2969,Bessie,Smith,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2970,Marie,Dick,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2971,Margaret,Gray,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2972,Margaret,Lummisdane,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2973,Issobell,Chrystie,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2974,Marie,Broun,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2975,Helen,Wood,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2976,Jonet,Inglyses,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2977,Jonet,Lummisdane,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2978,Issobell,Oster,,,Female,,P/ST/626,St Andrews,Fife,,,
A/LA/2979,Beatrix,Dolt,,,Female,,P/ST/626,St Andrews,Fife,,,no modern last name
A/LA/2980,Agnes,Affleck,,,Female,,P/ST/1525,Haddington,Haddington,,,
A/LA/2981,Issobell,Paickok,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/LA/2982,Katharine,Thomson,,,Female,,,,Fife,,,
A/LA/2984,Bessie,Boyd,,,Female,,,,,,,Very little about her!
A/LA/2985,Elizabeth,Spae Wife,,,Female,South Leith,P/ST/33,Edinburgh,Edinburgh,,,no modern last name
A/LA/2986,Issobell,Beir,,,Female,,,,Stirling,,,I think the modern name is Beer.
A/LA/2987,Robert,Short,,,Male,,,,Dumfries,,,"The note said Galloway, but as this was not a county I have changed it Dumfries."
A/LA/2989,John,Mylne,,,Female,,P/ST/956,Inveraray,Aberdeen,,,
A/LA/2990,Christian,Sinclair,,,Female,,P/ST/598,Ayr,Ayr,Married,,Also known as Cristian Huntar.
A/LA/2991,Unknown,Neving,,,,,,,,,,"not the same person as the other Neving, c/egd/572.  Probably from Ayrshire as she was denounced by accused witches from there."
A/LA/2992,Hellein,Girvan,,,Female,,P/ST/494,Ayr,Ayr,,,Also known as Gavin in Sawer's trial from 1658.
A/LA/2993,Jonet,Paterson,,,Female,Craigwood,,,Clackmannan,,,
A/LA/2994,Janet,McNaught,,,Female,,,,Dumfries,,,"also spelled as McKnacht.  Probably from Kircudbright, she was tried with a bunch of people from there."
A/LA/2995,Grissell,McCairtnay,,,Female,,,,,,,
A/LA/2996,Helen,Harris,,,Female,,,,Kirkcudbright,,,
A/LA/2997,Jonet,Neilson,,,Female,,,,Kirkcudbright,,,
A/LA/2998,John,Findlaw,,,Male,,,,,,,the family were accused together.  Possibly same guy as c/egd/988
A/LA/2999,Elizabeth,Findlaw,,,Female,,,,,,,all were accused together.
A/LA/3000,Agnes,Findlaw,,,Female,,,,,,,all accused together
A/LA/3001,Jonet,Kennedy,,,Female,,,,,Married,,The wife of Ramedy
A/LA/3002,wife of George,Mot,,,Female,,,,,Married,,
A/LA/3016,Anne,Dunlop,,,Female,,,,,,,
A/LA/3017,Jonet,Douglas,,,Female,,P/ST/1525,Haddington,Haddington,Married,,husband a workman in Tranent
A/LA/3018,Jonet,Bresone,,,Female,,,,Haddington,,,
A/LA/3019,Jonet,Bartlman,,,Female,,,,Haddington,,,
A/LA/3020,Christian,Blaickie,,,Female,,,,Haddington,,,mother and grandmother also accused of witchcraft. Is this not the same as Christian Blaik C/EGD/521 from Haddington 1662.
A/LA/3021,Margaret,Cutchmoulie,,,Female,,P/ST/1357,Haddington,Haddington,Married,,"described as a Hussie which means [hizzie=housewife, mistress].  No modern spelling for last name."
A/LA/3022,Margaret,Symsoun,Skepper margaret Quyte,,Female,,,,,,,
A/LA/3023,Matthew,Bryce,,,Male,East Glenbuck,P/ST/1257,Ayr,Ayr,,,
A/LA/3024,James,Thomson,,,Male,Darnehunche,P/ST/1257,Ayr,Ayr,,,
A/LA/3025,John,Richart,,,Male,Burnefute,P/ST/1257,Ayr,Ayr,,,
A/LA/3026,James,Campbell,,,Male,Auldhouseburne,P/ST/1257,Ayr,Ayr,,,
A/LA/3027,Michael,Wilson,,,Male,Dablaw,P/ST/480,Ayr,Ayr,,,Hendry has their parish as Cumnock.  But cumnock is an old parish and was partially merged with Auchinleck in the 17th Century.
A/LA/3028,Robert,Wilson,,,Male,,,,Ayr,,,
A/LA/3029,Thomas,Boynde,,,Male,Weltoun,P/ST/1208,Ayr,Ayr,,,
A/LA/3030,Alexander,Wason,,,Male,Broklardike,P/ST/1460,Ayr,Ayr,,,
A/LA/3031,William,Gilmour,,younger,Male,,,,Ayr,,,
A/LA/3032,Agnes,Hucheon,,,Female,,P/ST/494,Ayr,Ayr,Widowed,,From the parish of Alloway in Ayr.  Alloway was its own parish in the early part of our period and merged with Ayr in the latter 17th century.
A/LA/3033,Jonet,Young,,,Female,,P/ST/494,Ayr,Ayr,,,
A/LA/3034,Gill,Goddie,,,Female,,P/ST/709,Ayr,Ayr,,,In proceedings against her daughter at the Kirk session of Dundonald she was described as 'ane notit witch'.
A/LA/3035,Bessie,Bell,,,Female,,P/ST/494,Ayr,Ayr,,,
A/LA/3036,Janet,M'Allexander,,,Female,,P/ST/494,Ayr,Ayr,,,
A/LA/3037,Effie,McBrwme,,,Female,,P/ST/494,Ayr,Ayr,,,
A/LA/3038,Susanna,Shang,,,Female,,P/ST/494,Ayr,Ayr,Married,,Husband was a burgess
A/LA/3039,Sarah,Erskine,,,Female,,P/ST/1152,Irvine,Ayr,,,
A/LA/3040,John,Sheddon,,,Female,,P/ST/1152,Irvine,Ayr,,,
A/LA/3041,Margaret,Montgomerie,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3042,Jean,Hamilton,,,Female,,P/ST/958,Irvine,Ayr,,,also spelled as Hammiltown.
A/LA/3043,Marion,Cuninghame,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3044,Euphame,Dickie,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3045,Janet,M'Kie,,,Female,,P/ST/700,Irvine,Ayr,,,
A/LA/3046,Catherine,Robison,,,Female,,P/ST/700,Irvine,Ayr,,,
A/LA/3047,Agnes,Glen,,,Female,,P/ST/700,Irvine,Ayr,,,
A/LA/3048,Bessie,Ewing,,,Female,,P/ST/700,Irvine,Ayr,,,
A/LA/3049,Violet,Mudie,,,Female,,P/ST/1085,Irvine,Ayr,,,
A/LA/3050,Maal,Montgomerie,,,Female,,P/ST/1152,Irvine,Ayr,,,no modern first name
A/LA/3051,Maal,Small,,,Female,,P/ST/1152,Irvine,Ayr,,,No modern first name
A/LA/3052,Isobel,Maillshead,,,Female,,P/ST/1152,Irvine,Ayr,,,No modern last name
A/LA/3053,Margaret,Isset,,,Female,,P/ST/1099,Irvine,Ayr,,,
A/LA/3054,Jonnet,M'Graine,,,Female,,P/ST/494,Ayr,Ayr,,,
A/LA/3055,Jonnet,Mores,,,Female,Newton,P/ST/494,Ayr,Ayr,,,
A/LA/3056,Isobel,Allan,,,Female,,P/ST/1099,Irvine,Ayr,,,
A/LA/3057,Geiles,Buchanan,,,Female,,P/ST/470,Irvine,Ayr,,,
A/LA/3058,Janet,Hill,,,Female,,P/ST/470,Irvine,Ayr,,,
A/LA/3059,Bessie,McKallum,,,Female,Newton,P/ST/494,Ayr,Ayr,Married,,
A/LA/3060,William,Semple,,,Male,,P/ST/979,Irvine,Ayr,,,
A/LA/3061,Agnes,Houston,,,Female,,P/ST/979,Irvine,Ayr,,,
A/LA/3062,Isobel,Hutchison,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3063,Marion,Boyd,,,,,P/ST/958,Irvine,Ayr,,,
A/LA/3064,Agnes,Dunlop,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3066,Jean,Swan,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3067,Barbara,Montgomery,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3068,Thomas,Brown,,,Male,,P/ST/958,Irvine,Ayr,,,
A/LA/3069,Isobel,Carse,,,Female,,P/ST/958,Irvine,Ayr,,,
A/LA/3070,Samuel,Elves,,,Male,,P/ST/958,Irvine,Ayr,,,
A/LA/3071,Jonet,Crawfurd,,,Female,,P/ST/494,Ayr,Ayr,,,
A/LA/3072,Marion,McCall,,,Female,,P/ST/494,Ayr,Ayr,Married,,
A/LA/3073,Isobell,Cochrane,,,Female,,,,,,,
A/LA/3074,Elspeth,McGowane,,,Female,,,,Kirkcudbright,,,
A/LA/3075,Margaret,Monro,,,Female,Spital,P/ST/2904,Dingwall,Ross,,,Mother to John Glass also accused of witchcraft.
A/LA/3076,Alexander,Anderson,,,Male,,P/ST/970,Paisley,Renfrew,,,
A/LA/3077,John,Taylor,,,Male,Belmakeith,,,Nairn,Married,,
A/LA/3078,John,Young,,,Male,Mebestoun,,,Nairn,,,
A/LA/3079,Issobel,More,,,Female,,P/ST/490,Nairn,Nairn,,,
A/LA/3080,Meslie,Hirdal,,,Female,Lonhead,,,Nairn,Married,,No modern names.
A/LA/3081,Barbara,Ronald,,,Female,Lochloy,,,Nairn,,,
A/LA/3082,Margaret,Hasbein,,,Female,Moynes,,,Nairn,,,
A/LA/3083,Jean,Martin,,,Female,,P/ST/490,Nairn,Nairn,,,
A/LA/3084,Gawin,Forsyth,,,Male,Locharwoods,,,Dumfries,,,
A/LA/3085,Christian,Riache,,,Female,,P/ST/1486,Lewis,Ross,,,"Her sister was also accused of witchcraft, and the Privy Council commission against her sister says that Riache was burnt."
A/LA/3086,Marioun,Simsoune,,,Female,Boghall,P/ST/1210,Ayr,Ayr,,,
A/LA/3087,Andro,Aitkine,,,Male,,,Aberdeen,Aberdeen,,,
A/LA/3088,Marie,McGillimichell,,,Female,,,,,,,"Probably from Lewis, but doesn't say.  Her sister was burnt for witchcraft."
A/LA/3089,Jonnet,Elder,,,Female,,,Auchterarder,Perth,,,
A/LA/3090,Barbara,Young,,,Female,,,Auchterarder,Perth,,,
A/LA/3091,Katherine,Miller,,,Female,Ardgowan,P/ST/971,Greenock,Renfrew,Married,,Husband a miller
A/LA/3092,Aleson,Woddro,,,Female,Clochnoure,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3093,Issobell,Kelso,,,Female,Bankefitt,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3094,Effie,Lindsey,,,Female,Dunrod,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3095,Geillis,Guill,,,Female,Divert,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3096,Katherine,Lyell,,,Female,Corse,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3097,Katherine,Patersoun,,,Female,Breitfunnock,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3098,William,Wat,,,Male,Achinmarch,P/ST/971,Greenock,Renfrew,,,
A/LA/3099,Katherene,Scot,,,Female,Carshogill,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3100,Katherine,Simsoun,,,Female,Brenstoun,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3101,Elspet,McCan,,,Female,Garrock,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3102,Margaret,Widdrow,,,Female,,,,,,,"She is from Finlayson Cunninghame, not sure where this is?  I think this the Cunninghame that is a region in North Ayrshire.  But I am not sure, so I left the Place of Residence fields blank."
A/LA/3103,Agnes,Dow Nein Angus,,,Female,Thomas,P/ST/689,Dornoch,Sutherland,,,no modern last name
A/LA/3104,Masie,Fellowsdale,,,Female,Mill of Greenock,P/ST/915,Greenock,Renfrew,,,no modern last name
A/LA/3105,Katherine,Tom,,,Female,,P/ST/971,Greenock,Renfrew,Widowed,,
A/LA/3106,Jeane,Crawfurd,,,Female,Cartdyk,P/ST/971,Greenock,Renfrew,Married,,
A/LA/3107,Jonet,Rank,,,Female,,P/ST/944,Paisley,Renfrew,,,
A/LA/3108,Bessie,Jaffray,,,Female,,P/ST/826,Greenock,Renfrew,,,
A/LA/3109,Marioun,Widdrow,,,Female,,P/ST/944,Paisley,Renfrew,,,
A/LA/3110,Jonet,Smith,,,Female,,P/ST/1591,Paisley,Renfrew,,,
A/LA/3111,Margaret,Hall,,,Female,,P/ST/1591,Paisley,Renfrew,,,
A/LA/3112,Issobell,Durie,,,Female,,P/ST/1338,Dalkeith,Edinburgh,,,
A/LA/3113,Marioun,Hill,,,Female,Kintradewell,,,Caithness,,,
A/LA/3114,Margaret,Fraser,,,Female,,,,Aberdeen,,Vagabond,The Privy councic commission did not specify a location beyond Aberdeen.
A/LA/3115,Anna,Tait,Hononni,,Female,,P/JO/3539,Haddington,Haddington,Married,,Husband was a miller.  She married her first husband (who she confessed to killing) in England.
A/LA/3116,Bessie,Johnston,,,Female,,P/ST/895,Earlston,Berwick,,,Described as being from Huntliewood and now in Gordon.
A/LA/3117,Bessie,Whyt,,,Female,Balcassie,,,Ayr,,,
A/LA/3118,Duncan,Wier,,,Male,,,,,,,
A/LA/3119,Violat,Muir,,,Female,,,,,,,
A/LA/3120,John,Syn,,,Male,,,,,,,
A/LA/3121,Jonnet,Barber,,,Female,,,,,,,
A/LA/3122,Marion,Sader,,,Female,,,,,,,
A/LA/3123,John,McWilliam,,,Male,,,,,,,
A/LA/3124,Katherine,Cossie,,,Female,,,,,,,No modern last name
A/LA/3125,Marion,Broune,,,Female,Wester Pencaitland,P/ST/1333,Haddington,Haddington,,,not the same as c/la/3288
A/LA/3126,Marion,Browne,,,Female,Woodhall,P/ST/1333,Haddington,Haddington,,,Not the same person as C/LA/3287.
A/LA/3127,Bessie,Mastertoun,,,Female,,P/ST/714,Dunfermline,Fife,Widowed,,
A/LA/3128,Janet,Sympsoun,,,Female,Paiston,P/ST/1321,Dalkeith,Edinburgh,,,"Also written as Jennet Simpson.  Listed in one source as being from Paiston settlement and another from Ormiston parish, assume paiston is in Ormiston."
A/LA/3129,Allan,Lawder,,,Male,,P/ST/1219,Earlston,Berwick,,,I think the county is Berwick?  His sister was also accused.
A/LA/3130,Marione,Lawder,,,Female,,P/ST/1219,Earlston,Berwick,,,Her brother was also accused.
A/LA/3131,Marion,Dobie,,,Female,,,Haddington,Haddington,,Midwife,
A/LA/3132,Elspet,Gray,,,Female,Boigend,,Peebles,Peebles,,,
A/LA/3133,spouse to William,Thomesone,,,Female,Broughtounsheilles,,Peebles,Peebles,Married,,
A/LA/3134,Marion,Watsone,,,Female,Cardone,,Peebles,Peebles,,,"Not the same as Marion Watsone, c/egd/2005."
A/LA/3135,Issobell,Hall,,,Female,,P/ST/973,Jedburgh,Roxburgh,,,
A/LA/3136,John,Mcinkaird,,,Male,,,,,,,No modern last name.
A/LA/3138,Jonet,Mathie,,,Female,,P/ST/1473,Stirling,Stirling,,,
A/LA/3139,William,Baird,,,Male,Holl,P/ST/1091,Glasgow,Dunbarton,,,
A/LA/3140,Katharine,Ewan,,,Female,,P/ST/884,Kincardine O'Neil,Aberdeen,,,
A/LA/3141,Fingwall nein,Tealgar,,,Female,,,Dingwall,Ross,,,Depositions reviewed by the bishop of the Isles (not sure where they are from).  No modern first name.
A/LA/3142,Margaret nein Doul,Wriack,,,Female,,,Dingwall,Ross,,,Not sure exactly where this group is from.
A/LA/3143,Helene nein Doul,Wriack,,,Female,,,Dingwall,Ross,,,
A/LA/3144,Williams,Weems,,,Male,,P/ST/804,Chirnside,Berwick,,Sailor,
A/LA/3145,Jonet,Oig,,,Female,Bilbister,P/ST/1570,Caithness,Caithness,,,
A/LA/3146,Agnes,Sutherland,,,Female,Reiss,P/ST/1570,Caithness,Caithness,Married,,
A/LA/3147,Jhone,Mcalaster Waten,,,Male,,P/ST/1570,Caithness,Caithness,,,
A/LA/3148,Alaster,Smith,,,Male,,P/ST/1570,Caithness,Caithness,,,
A/LA/3149,Katherine nein dan,Gillechallum,,,Female,Kintradewell,,Caithness,Caithness,,,
A/LA/3150,Katherine,Wilson,,,Female,,P/ST/804,Chirnside,Berwick,,,
A/LA/3151,Agnes,Alinschaw,,,Female,,P/ST/804,Chirnside,Berwick,,,
A/LA/3152,Henry,Hoggart,,,Male,,P/ST/495,Chirnside,Berwick,,Creelman,described as a creillman - one who carries good or brings them to a market.
A/LA/3153,Angus,McGillipatrick,,,Male,,P/ST/1037,Dornoch,Caithness,,,
A/LA/3154,Margaret Nein,Phaill,,,Female,,P/ST/689,Dornoch,Caithness,,,
A/LA/3155,Issobell,Brokak,,,Female,,P/ST/1037,Dornoch,Caithness,,,
A/LA/3156,Margaret nein dan mhic,Coull,,,Female,,P/ST/921,Dornoch,Caithness,Married,,
A/LA/3157,Margaret,Rudge,,,Female,May,,Caithness,Caithness,,,
A/LA/3158,Jonnet,Foulis,,,Female,May,,Caithness,Caithness,Married,,
A/LA/3159,Elspet,Lyell,,,Female,Gills,,Caithness,Caithness,,,
A/LA/3209,Agnes,Peramorris,,,Female,,P/ST/460,Arbroath,Forfar,,,Unbable to modernise the surname
A/LA/3210,Geilis,Feirour,,,Female,,P/ST/460,Arbroath,Forfar,Married,,unable to modernise her surname
A/LA/3211,Jonet,Barroman,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/LA/3212,Agnes,Gordoun,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/LA/3213,Bessie,Ramsay,,,Female,,P/ST/460,Arbroath,Forfar,Married,,
A/LA/3214,Bessie,Lamb,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/LA/3215,Gelis,Durye,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/LA/3216,Bessye,Brodye,,,,,P/ST/460,Arbroath,Forfar,,,
A/LA/3217,Maldye,Sturrok,,,Female,,P/ST/460,Arbroath,Forfar,,,Unable to modernise the surname
A/LA/3218,Issobell,Robertsoun,Yulisswyfe,,Female,,P/ST/460,Arbroath,Forfar,Married,,
A/LA/3219,Jonet,Gardyn,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/LA/3220,Dame,Logye,,,Female,,P/ST/460,Arbroath,Forfar,,,
A/LA/3221,Johnne,Stevin,,,Male,Auchmwlyie,P/ST/460,Arbroath,Forfar,,,"I took Auchmwlie to be Auchmithie, a fishing village in the parish of St Vigeans.  Not Auchmull/Auchmill, which is in Fife."
A/LA/3222,Henrye,Stevin,,,Male,Auchmwlyie,P/ST/460,Arbroath,Forfar,,,"I took Auchmwlie to be Auchmithie, a fishing village in the parish of St Vigeans.  Not Auchmull/Auchmill, which is in Fife."
A/LA/3223,Wife of Johnne,Durwart,the gudewyfe of Muirhous,,Female,,,,Forfar,Married,,A goodwife implies a portioner or a household of good standing in the communtiy.
A/LA/3224,Jonet,Harbertson,,,Female,Got beside Kellye,,,Forfar,,,
A/LA/3225,Jonet,Newton,Topstair,,Female,,,,Forfar,,,from Carmylie or Carniylis?
A/LA/3226,Cristiane,Twych,,,Female,,P/ST/675,Meigle,Perth,,,Beside Couper in Angus
A/LA/3227,Betie,Wobster,,,Female,,P/ST/675,Meigle,Perth,,,beside coupar in Angus
A/LA/3228,Jonet,Duncane,,,Female,Kintrey,,,,Married,,Not sure where she is from
A/LA/3229,Katherine,Cusing,,,Female,Elliott,P/ST/459,Arbroath,Forfar,,,
A/LA/3230,Issobell,Sutye,,,Female,Balgawye,P/ST/428,Forfar,Forfar,,,I read Balgawye as Balgavies in Aberlemno.
