AccusedRef,FirstName,LastName,Alias,DesTitle,Sex,Res_settlement,Res_parish,Res_presbytery,Res_county,MaritalStatus,Occupation,Notes
A/JO/2928,Margaret,Crawfurd,,,Female,,P/ST/740,Falkirk,Stirling,,,The entry was in Stirling presbytery records as Denny was in Stirling presbytery until 1601.
A/JO/2929,Isdobell,Murray,,,Female,,P/ST/1079,Dunblane,Stirling,,,Appears to have been from Kincardine-in-Menteith as noted as having been tried there.
A/JO/2930,Issoble,Garner,,,Female,,P/ST/784,Kirkcaldy,Fife,,,Claimed she met the devil 20 years before (20+25=45)
A/JO/2931,Jonet,Boswell,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/JO/2932,Katherine,Potter,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/JO/2933,Jonet,Lodge,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/JO/2934,Elspet,Symsone,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/JO/2935,Jonet,Burt,,,Female,,P/ST/784,Kirkcaldy,Fife,,,15 years before was accused of causing malefice/sickness (15+25=40)
A/JO/2936,Jon,Quhyt,,,Male,,P/ST/784,Kirkcaldy,Fife,,,
A/JO/2937,Margaret,Young,,,Female,,P/ST/784,Kirkcaldy,Fife,,,Possibly the same as Margaret Young C/EGD/1299.
A/JO/2938,Cristin,Crystie,,,Female,,P/ST/784,Kirkcaldy,Fife,,,
A/JO/2939,Cristal,Ballath,,,Female,,P/ST/1218,Brechin,Forfar,,,Writing very bad so ?name.
A/JO/2940,Catherine,Watson,,,Female,,P/ST/1478,Earlston,,Married,,
A/JO/2941,Catherin,Kello,,,Female,,P/ST/741,Stirling,Stirling,Married,,
A/JO/2942,Jonet,Crawfurd,,,Female,,P/ST/741,Stirling,Stirling,,,
A/JO/2943,Andro,McJohn,,,Male,,P/ST/1351,Dunblane,Stirling,,,The note concerning his case was in Stirling presbytery records but he seems to have come from Port of Menteith in Dunblane presbytery.
A/JO/2944,Helen,Nicoll,,,Female,Jushie,,Stirling,Stirling,Married,,
A/JO/2945,Issobell,Atkine,,,Female,Jushie,,Stirling,Stirling,,,
A/JO/2946,Marion,Mathie,,,Female,,P/ST/1473,Stirling,Stirling,,,Recorded as an indweller in Stirling.
A/JO/2947,Helen,Keir,,,Female,,P/ST/610,Stirling,Stirling,,,Suspected of being a witch for 30 years (30+25=55)
A/JO/2948,Sybilla,Drummond,,,Female,,P/ST/779,Dunblane,Stirling,,,
A/JO/2949,Kathrine,Kay,,,Female,,P/ST/443,Stirling,Clackmannan,Single,,"might be young and unmarried, described as a 'bonnie lass'."
A/JO/2950,Beak,Taiss,,,,Burnside of Logie,,Aberdeen,Aberdeen,,,Name also spelt as Tawis.
A/JO/2951,Margrat,Cleraucht,,,Female,,,Aberdeen,Aberdeen,,Servant,
A/JO/2952,Jonet,Cleraucht,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2953,Elspet,Smith,,,Female,Tullilair,P/ST/582,Aberdeen,Aberdeen,Married,,
A/JO/2954,Margret,Reauch,,,Female,woodfeidhill,P/ST/582,Aberdeen,Aberdeen,,,This may be the same as Margaret Reoch C/EGD/868.
A/JO/2955,Elspet,Findley,,,Female,Blelak,,Aberdeen,Aberdeen,,,"Possibly same one who consulted Tibbie Smart in 1586, c/la/3140"
A/JO/2956,Agnes,Fren,Frem,,Female,,P/ST/1190,Kincardine O'Neil,Aberdeen,,,
A/JO/2957,Kathrene,Fernsche,,,Female,,P/ST/581,Kincardine O'Neil,Aberdeen,,,"25+8=33.
From the parish of Coldstone and Logie-Mar."
A/JO/2958,Alexander,Scott,,,Male,,P/ST/658,Edinburgh,Edinburgh,Married,Weaver,
A/JO/2959,Malie,Paterson,,,Female,,P/ST/658,Edinburgh,Edinburgh,,,
A/JO/2960,Cathrin,Vas,,,Female,,P/ST/658,Edinburgh,Edinburgh,,,
A/JO/2961,James,Cowingtoun,,,Male,,P/ST/1369,Edinburgh,Edinburgh,,,
A/JO/2962,James,Gray,,,Male,Overgogar,P/ST/658,Edinburgh,Edinburgh,,,
A/JO/2963,Walter,Crawford,,,Male,Gogarstone,P/ST/658,Edinburgh,Edinburgh,,,
A/JO/2964,Marion,Ronnald,,,Female,,P/ST/658,Edinburgh,Edinburgh,,,
A/JO/2965,Christian,Gibb,,,Female,,P/ST/659,Edinburgh,Edinburgh,,,
A/JO/2966,Margaret,Coul,,,Female,,,Dundee,Forfar,,,No details about accusations. No commission issued but the presbytery banished the suspect.
A/JO/2967,James,Og,,,Male,,P/ST/1190,Kincardine O'Neil,Aberdeen,,,25 + 5 =30 years. Accustions go bac 5 years.
A/JO/2968,Elspet,Strachund,,,Female,Warthill,P/ST/1190,Kincardine O'Neil,Aberdeen,,,
A/JO/2969,Christiane,Arcly,,,Female,,,Kincardine O'Neil,Aberdeen,,,
A/JO/2970,Elspeth,Murry,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2971,Janet,Ingram,,,Female,West Burn,P/ST/496,Aberdeen,Aberdeen,,,
A/JO/2972,Elspeth,Davidson,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2973,Elspeth,Henderson,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2974,Janet,Douglas,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2975,Agnes,Imelie,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2976,Katherine,Elshenour,,,Female,,,Aberdeen,Aberdeen,,,
A/JO/2977,Unknown,Gray,,,Female,Findlater,,Aberdeen,Aberdeen,,,
A/JO/2996,George,Milton,,,Male,Sammuelston,P/JO/3539,Haddington,Haddington,,,Name spelt Milnetown in APS
A/JO/2997,Aleson,Berrie,,,Female,,P/JO/3539,Haddington,Haddington,,,
A/JO/2998,Issabell,Gilpatrick,,,Female,,P/ST/1009,Kelso,Roxburgh,,,
A/JO/2999,Grissall,Tod,,,Female,,P/ST/1009,Kelso,Roxburgh,,,
A/JO/3000,Agnes,Donaldson,,,Female,,P/ST/1009,Kelso,Roxburgh,,,
A/JO/3001,Agnes,Hutsone,,,Female,Maxwellheugh,P/ST/1009,Kelso,Roxburgh,Married,,
A/JO/3002,Bessie,Mostcrope,,,Female,,P/ST/1009,Kelso,Roxburgh,,,
A/JO/3003,Wife of James,Bissett,,,Female,,P/ST/1009,Kelso,Roxburgh,Married,,
A/JO/3004,Issabell,Symme,,,Female,,P/ST/1009,Kelso,Roxburgh,,,
A/JO/3005,Wife of John,Burbar,,,Female,,P/ST/1009,Kelso,Roxburgh,Married,,
A/JO/3006,Marion,Steill,,,Female,Maxwellheugh,P/ST/1009,Kelso,Roxburgh,,,
A/JO/3007,Margaret,Huttoun,,,Female,,P/ST/1009,Kelso,Roxburgh,,,
A/JO/3008,Jeane,Gibeson,,,Female,Niddry,P/ST/391,Edinburgh,Edinburgh,,,
A/JO/3009,Helen,Conker,,,Female,,P/ST/967,Dalkeith,Edinburgh,,,Unable to modernise the last name.
A/JO/3010,Geills,Chartes,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,
A/JO/3011,Margaret,Litle,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,
A/JO/3012,Jonnet,Fargrieve,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,
A/JO/3013,Jennet,Wilson,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,
A/JO/3014,Jennet,Watt,,,Female,,P/ST/1274,Dalkeith,Edinburgh,,,
A/JO/3015,Agnes,Nevie,,,Female,Tillykirie,,,Aberdeen,Married,,
A/JO/3016,Unknown,Graycoat,Graycoat,,,,,Caithness,Caithness,,,"Not sure if this is an alias or name, but no  first name recorded. Graycoat may not have been from Thurso as KS gives no indication of disciplining her, just that Graycoat was suspect of witchcraft."
A/JO/3017,Marion,Patersone,,,Female,Mains of Cousland,P/ST/1277,Haddington,Haddington,,,
A/JO/3018,Elspet,Stith,,,Female,,P/ST/523,Cupar,Fife,,,Name might be Seith.
A/JO/3019,Margery,Winster,,,Female,,P/ST/630,Cupar,Fife,,,Unable to modernise the surname.
A/JO/3020,Bessie,Wanton,,,Female,,P/ST/418,Cupar,Fife,Married,,She may have been from Abdie or Ceres. The presby records are not clear. Her victim appears to have worked in her house at one time so socioeconomic status has been estimated at middling.
A/JO/3072,Heleen,Gibesone,,,Female,Saltpreston,P/ST/1359,Haddington,Haddington,,,Saltpreston is Prestonpans parish
A/JO/3074,Barbara,Scot,,,Female,Rottinraw,P/JO/3539,Haddington,Haddington,,,
A/LA/2554,Marioun,Quhite,,,Female,Stradoun,,Aberdeen,Aberdeen,,,
A/LA/2555,Elspet,Herald,,,Female,Birkinbad,,Aberdeen,Aberdeen,,,
A/LA/2556,Margaret,Turnour,,,Female,Tulliowne,,Aberdeen,Aberdeen,Married,,
A/LA/2557,Helene,Unknown,,,Female,,P/ST/437,Kincardine O'Neil,Aberdeen,,,
A/LA/2558,Mother of Christiane,Grahame,,,Female,Menteith,,,,,,Daughter was an accused witch.  The unknown witch most likely did not have the last name of Grahame.
A/LA/2559,Katherine,Knox,,,Female,,,,Haddington,,,Her name was fed to Hammilton during his investigation as a known witch he should denounce.  She was already dead (of natural causes) when he denounced her.
A/LA/2585,Cristiane,Wilsoune,,,Female,,P/ST/804,Chirnside,Berwick,,,
A/LA/2586,Margaret,Anderson,Deiff Meg,,Female,,,,Berwick,,,
A/LA/2587,Margaret,Suthirlan,,,Female,Kilterne,,,Ross,Married,,Husband a portioner.
A/LA/2588,Bessie,Innes,,,Female,Swardill,,,Ross,Married,,
A/LA/2589,Margaret,Ros,,,Female,Caull,,,Ross,Married,,
A/LA/2590,Margaret,Mowat,,,Female,,,,Ross,,,
A/LA/2591,John,Boiswell,,,Male,,P/ST/480,Ayr,Ayr,,,
A/LA/2592,Unknown,Nesbitt,,,Male,,,,,,,"He is a servant to the servitor of Francis, Earl of Bothwell"
A/LA/2651,David,Roy,,,Male,,,Perth,Perth,,Cook,Cook to Colene Eviot of Balhousie
A/LA/3160,Margaret,Ferguson,,,Female,,P/ST/1010,Penpoint,Dumfries,,,
A/LA/3161,Agnes Nein Donnald,Kir,,,Female,,,,Elgin,,,"The original reference had this person listed as being from Moray.  Moray was both a very large region and a county.  The county was the same as Elgin.  Therefore unless we have other indications of the suspect being from a specific county other than Elgin, we have changed 'Moray' to 'Elgin'."
A/LA/3162,Alesoun,Ore,,,Female,,P/ST/971,Greenock,Renfrew,,,
A/LA/3163,Annie,Bayne,,,Female,Halladale,,,Caithness,,,
A/LA/3164,Donald,McCheaniche,,,Female,Strathie,,Caithness,Caithness,,,
A/LA/3165,Breadoche,Oiseathe,,,Female,,,Caithness,Caithness,,,No modern names.
A/LA/3166,William,Thornar,,,Female,,,Caithness,Caithness,Married,,Wife also accused.  No modern last name.
A/LA/3167,Marie Neill,Mcconneill,,,Female,,,Caithness,Caithness,Married,,her husband was also accused.
A/LA/3168,Marie,Patersone,,,Female,,P/ST/703,Dunbar,Haddington,Married,,husband a cordiner
A/LA/3169,Margaret,Lyell,,,Female,,,Dunbar,Haddington,Married,,Husband a wright
A/LA/3170,Erschin,Carfra,,,Female,,,Dunbar,Haddington,,,No modern first name
A/LA/3171,Patrick,Dyet,,,Male,,,Dunbar,Haddington,Married,,wife also accused
A/LA/3172,Margaret,Duddingston,,,Female,,,Dunbar,Haddington,Married,,Husband also accused
A/LA/3173,Agnes,Bathcut,,,Female,,,Dunbar,Haddington,,,
A/LA/3174,John,Rae,,,Male,,,Dumfries,Dumfries,,,"could be the same person as John Ray,  c/egd/1218."
A/LA/3175,Margaret,Dow,,,Female,Cultragie,,Dingwall,Ross,,,
A/LA/3176,Magdalen,Horn,,,Female,,P/ST/1508,Caithness,Caithness,Married,,her husband an indweller
A/LA/3177,Jonet,McCubine,,,Female,,P/ST/897,Penpoint,Dumfries,,,
A/LA/3178,Jonet,Jack,,,Female,,,Banff,Banff,,,
A/LA/3179,Margaret,Livie,,,Female,,,Banff,Banff,,,No modernisation for her last name.
A/LA/3180,Margaret,Ros,,,Female,,,,,,,"don't know where she is from, only that she is from the North!"
A/LA/3181,Donald McAndro,Moir,,,Male,,,,Elgin,,Weaver,
A/LA/3182,John,Crods,,,Male,,,Duns,Berwick,,,No modern spelling for his last name.
A/LA/3183,Margaret,Stewart,,,Female,,,Edinburgh,Edinburgh,Widowed,,a cramer?
A/LA/3184,Helen,Pennant,,,Female,,,Edinburgh,Edinburgh,,,"Not sure where she is from, but most likely from Edinburgh because she was found in Edinburgh city records."
A/LA/3185,John,?Rinh,,,Male,,,Edinburgh,Edinburgh,,,He was probably from Edinburgh because listed in the town treasurer's account.
A/LA/3207,Agnis,Quhytelaw,,,Female,,,,Forfar,Married,,"Her husband was described as being 'of Cany', means that they had some standing, so they were at least middling and possibly higher."
A/LA/3208,Elizabeth,Hunter,,,Female,,P/ST/460,Arbroath,Forfar,Married,,Husband was a burgess
A/LA/2652,Margaret,Kent,,,Female,,P/ST/962,Dunfermline,Fife,,,
A/LA/2653,Jonet,Thomson,,,Female,,,,,,,
A/LA/2654,Agnes,Johnston,,,Female,,,,,,,
A/LA/2655,William,King,,,Male,Musselburgh,P/ST/967,Dalkeith,Edinburgh,,,
A/LA/2656,Katherine,Legget,,,Female,,,,,,,
A/LA/2657,Margaret,Scot,,,Female,,,,,,,
A/LA/2658,Janet,Luny,,,Female,,,,,,,
A/LA/2659,Jonet,Buchanan,,,Female,,,,,,,
A/LA/2660,Bessie,Stewart,,,Female,,,,,,,
A/LA/2661,Sara,Young,,,Female,,,,,,,
A/LA/2662,Jonet,Bell,,,Female,,,,,,,mentioned by someone from Edinburghshire.
A/LA/2663,Issobell,Burnie,,,Female,Sunniesyd,P/ST/391,Edinburgh,Edinburgh,Widowed,,
A/LA/2664,Issobell,Cauldwell,,,Female,Sunniesyd,P/ST/391,Edinburgh,Edinburgh,,,
A/LA/2665,Walter,Cowan,,,Male,,,,,,,
A/LA/2666,Margaret,Daillis,,,Female,,,,,,,
A/LA/2667,Margaret,Bell,,,Female,,,,,,,"mentioned by someone from Musselburgh, so possibly from that area."
A/LA/2668,Agnes,Andersoun,,,Female,,,,,,,
A/LA/2669,Margaret,Barbor,,,Female,,,,,,,
A/LA/2670,Margaret,Veitch,,,Female,,,,,,,
A/LA/2671,Bernard,Brown,,,Male,,P/JO/3540,Dalkeith,Edinburgh,,,few details
A/LA/2672,Jonnet,Hislop,,,Female,,P/JO/3540,Dalkeith,Edinburgh,,,
A/LA/2673,Adam,Poluck,,,Male,,,,,,,
A/LA/2674,Jannet,Meikleson,,,Female,,,Dalkeith,Edinburgh,,,
A/LA/2675,John,McMillan,,,Male,,,Dalkeith,Edinburgh,,,mentioned in the Newbattle KS but does not appear to have been from there.
A/LA/2676,Janet,Grahame,,,Female,,,Dalkeith,Edinburgh,,,
A/LA/2677,Agnes,Bartill,,,Female,,,,Edinburgh,Married,,
A/LA/2678,John,Scot,,,Male,,P/ST/773,Edinburgh,Edinburgh,Married,,few details
A/LA/2679,Margaret,Hart,,,Female,,,,Edinburgh,Married,,Not sure where she was from.  She was noted as having been named by Sara Ramage so she may have been from Linlithgow area although witnesses to her confession were from Duddingston
A/LA/2680,Margaret,Grintoun,,,Female,Gilmerton,P/ST/1136,Edinburgh,Edinburgh,,,
A/LA/2681,Katherine,Casse,,,Female,Lugtown,P/JO/3540,Dalkeith,Edinburgh,,,
A/LA/2689,Margaret,Hewingston,,,Female,Musselburgh,P/ST/967,Dalkeith,Edinburgh,,,
A/LA/2690,Margaret,Stevensoun,,,Female,Newtoun,P/ST/1299,Dalkeith,Edinburgh,Widowed,,
A/LA/2691,Elizabeth,Millar,,,Female,Newtoun,P/ST/1299,Dalkeith,Edinburgh,,,
A/LA/2692,Grissel,Scot,,,Female,Newtoun,P/ST/1299,Dalkeith,Edinburgh,,,
A/LA/2693,Jenet,Howie,,,Female,,,,,Widowed,,
A/LA/2694,Jenet,Umpherstoun,,,Female,,,,,,,
A/LA/2695,Margaret,Browne,,,Female,,,,,,,
A/LA/2696,Margaret,Reid,,,,Gilmerton,P/ST/391,Edinburgh,Edinburgh,,,also recorded as Rid.
A/LA/2697,Bessie,Davidsone,,,Female,,,,,,,
A/LA/2698,Bessie,Dickson,,,Female,,P/ST/521,Haddington,Haddington,,,from Bolton parish. Recorded as being fugitive in 7/1661.
A/LA/2699,Elizabeth,Smyth,,,Female,,,,,,,
A/LA/2726,Katherine,Watson,,,Female,,,,,,,
A/LA/2727,Agnes,Lawson,,,Female,Dalkeith,P/JO/3540,Dalkeith,Edinburgh,,,
A/LA/2728,Neving,McGhee,,,Female,,P/ST/1032,Wigtown,Wigtown,,,lives on the south side of the forth.  No known first name
A/LA/2729,Nanse,Durie,,,Female,Futtie,,,Aberdeen,,,
A/LA/2730,Janet,Boyd,,,Female,,P/ST/1359,Haddington,Haddington,,,
A/LA/2747,Unknown,Unknown,the Witch of Barnweill,,,Barnweill,,,Ayr,,,
A/LA/2748,Marion,Greiff,,,,,,,Ayr,,,
A/LA/2749,Isobel,Thomesoun,,,Female,Ryslaw,P/ST/852,Duns,Berwick,,,"probably not the same as as c/egd/1069, Isobel Thomesone from Crailfurd/Craigfurd."
A/LA/2750,Alexander,Baillie,,,Male,Gaitonsyde,,,,,,I think the county is Selkirk
A/LA/2751,Janet,Anderson,Clinker,,Female,,,,,,,I think the Co. is Selkirk
A/LA/2752,Bessie,Dagleishe,,,Female,Tinneis Burn,,,,,,I think the co. is Selkirk
A/LA/2753,Malie,Scot,,,Female,South bynehill,,,,,,I think the co. is Selkirk
A/LA/2754,Helen,Beatie,,,Female,Fawsyde,,,,,,I think the co. is Selkirk
A/LA/2755,Helene,Scot,,,Female,,P/ST/1205,Selkirk,Roxburgh,,,
A/LA/2756,Margaret,Hamiltoun,,,Female,,,,Haddington,,,
A/LA/2757,Margaret,Allane,,,Female,Cowsland,,Dalkeith,Edinburgh,,,
A/LA/2758,Issobell,Pain,,,Female,,,,Kirkcudbright,,,
A/LA/2759,Marion,Hardie,,,Female,,P/ST/815,Elgin,Elgin,,Vagabond,
A/LA/2760,Elspeth,Huiton,,,Female,,P/ST/629,Dunfermline,Fife,Married,,
A/LA/2761,Barbara,Howdown,,,,,P/ST/1408,Edinburgh,Edinburgh,,,
A/LA/2762,Jannet,Borthwick,,,Female,,P/ST/661,Dalkeith,Edinburgh,,,
A/LA/2764,Issobell,Borthwick,,,Female,,,,,,,
A/LA/2765,Alison,Rae,,,Female,,,,,,,
A/LA/2766,Margaret,Williamson,,,Female,,,,,,,
A/LA/2767,Andrew,Hud,,,Male,,,,,,,
A/LA/2768,Jannet,Henryson,,,Female,,,,,,,
A/LA/2769,Jonet,Stratoun,,,Female,Hefflidane,,,Berwick,,,She is from Lauderdale.
A/LA/2771,Jonet,Chrystie,,,Female,,,,,,,Her father was a miller.
A/LA/2772,Jonet,Hunter,,,Female,,P/ST/709,Ayr,Ayr,,,
A/LA/2774,Margaret,Dune,,,Female,,,,Haddington,,,
A/LA/2775,Mother of Jonet,Chrystie,,,Female,,,,,Married,Miller,Chrystie would not have been her own name.
A/LA/2776,William,Sympsoune,,Mr.,Male,,,,,,,Mother's-brother's son to Alesoun Piersoun.  Described as a great scholar and doctor of medicine.  Pierson lived with him for a time.
A/LA/2777,Johnne,McNilland,,,Male,,P/ST/775,Dingwall,Ross,,,no modern last name.
A/LA/2778,Michael,Clark,,,Male,,,,Haddington,,,
A/LA/2779,Marioun,Linkup,,,Female,,P/ST/33,Edinburgh,Edinburgh,,,also spelled Lenchop.  No modern last name
A/LA/2780,unknown,Linkup,,,,,P/ST/33,Edinburgh,Edinburgh,,,name also spelled Lenchop.  No modern last name.
A/LA/2782,Wife of Archie,Henillis,,,Female,,,,Haddington,Married,,No modern last name
A/LA/2783,Jokkie,Gray-meill,,,Female,,,,Haddington,,,
A/LA/2784,Bessie,Robsoun,,,Female,,,,Haddington,,,
A/LA/2785,unknown,Stobbeis,,,Female,,,,,,,She was one of 'twa wyfeis callit Stobbeis'
A/LA/2786,unknown,Stobbeis,,,Female,,,,,,,She was one of the 'twa wyfeis callit Stobbeis'
A/LA/2787,Meg,Stillcart,,,Female,,,,Haddington,,,
A/LA/2788,Agnes,Straitton,,,Female,,,,Haddington,,,
A/LA/2789,Unknown,Unknown,The witch of Carbarrie,,,Carbarrie,,,Haddington,,,
A/LA/2790,unknown,unknown,witch of Mirrielawis,,,,,,Haddington,,,
A/LA/2791,Daughter of Agnes,Sampson,,,Female,,,,Haddington,,,Her name would not have been Sampson or Sampsoun.
A/LA/2792,Nicol,Murray,,,Male,,,,Haddington,Married,Tailor,
A/LA/2793,Rychard,Grahame,,,Male,,,,Haddington,,,
A/LA/2794,Margrett,Thomsoun,,,Female,,,,Stirling,,,
A/LA/2795,Unknown,Unknown,Wyfie of Saltoun-milne,,Female,,P/ST/1408,Haddington,Haddington,,,miller's wife
A/LA/2796,Katherine,Campbell,ane Ersch woman,,Female,,P/ST/654,Edinburgh,Edinburgh,,,
A/LA/2797,Catheren,Carutheris,Ersch Jonett,,Female,,,,Edinburgh,,,
A/LA/2798,Jonet,Cunninghame,Lady Bothwell,,Female,,P/ST/654,Edinburgh,Edinburgh,,,"She is definitely not related to Earl of Bothwell, she was described as an old indicted witch of 18 years.  Lady Bothwell was not her title, it was a nickname."
A/LA/2799,Marion,Wood,,,Female,Ewingston,,Haddington,Haddington,,,
A/LA/2800,Unknown,Unknown,,,,,,,,,,
A/LA/2801,Margaret,Watson,,,Female,,P/ST/648,Lanark,Lanark,,,she had a grown niece called Margaret Watson.
A/LA/2802,Andrew,Robisoun,,,Male,,,,Renfrew,,,
A/LA/2803,unknown,unknown,,,Female,,P/ST/553,Cairston,Orkney,,,described as poor and seeking alms.
A/LA/2804,John,Dixson,,,Male,,,,,,,"He was a 'Scottishman' arrested in England, and the King orded him returned to Scotland for trial.  At time of the letter he was in the March of England."
A/LA/2805,unknown,Kennedy,,,,Reydon,,,,,,
A/LA/2806,McKolme,Anderson,,,Male,,,,,,,probably from somewhere near Stirling.
A/LA/2807,Magdalin,Blair,,,Female,,P/ST/1473,Stirling,Stirling,,,
A/LA/2808,Issobell,Keir,,,Female,,,,Stirling,,,
A/LA/2819,Jannet,Hunter,,,Female,Luphray maines,P/ST/1321,Haddington,Haddington,,,"I think this is the same Jennet Hunter from Ormiston who was denoucned by Elpeth Knox on 9/7/1678, so their records have been combined."
A/LA/2820,Janet,Unknown,,,Female,Laudersdale,,,Haddington,,Servant,Servitrix to William Hunter
A/LA/2821,Elizabeth,Naesmith,,,Female,,,,Stirling,,,
A/LA/2825,James,Lindsay,,,Male,Blackhall,P/ST/826,Greenock,Renfrew,,,Joyce had his brother being from Bargarrane.
A/LA/2826,John,Lindsay,,,Male,Baretlock,,,Renfrew,,,He is not the same as John Lindsay alias the Bishop.
A/LA/2827,John,Neill,,,Male,,,Dunbar,Haddington,,,
A/LA/2828,Catharine,Fleck,,,Female,,,Dunbar,Haddington,,,
A/LA/2829,Cristen,Foster,,,Female,Thorntoun Loch,,Dunbar,Haddington,,,
A/LA/2830,Cristen,Jamesone,,,Female,,P/ST/703,Dunbar,Haddington,,,
A/LA/2831,Janet,Waugh,,,Female,,,,Renfrew,,,
A/LA/2832,Issobell,Lachlane,,,Female,,,,Renfrew,,,
A/LA/2833,Thomas,Govan,,,Male,,,,Renfrew,,Vagabond,
A/LA/2834,Jannet,Rodgers,,,Female,Whythill,,,Renfrew,,,Her sister was also accused of witchcraft
A/LA/2835,Margaret,Rodgers,,,Female,Whythill,,,Renfrew,,,sister also accused of witchcraft
A/LA/2836,Jean,Anderson,,,Female,,P/ST/970,Paisley,Renfrew,,,
A/LA/2837,Annabel,Reid,,,Female,,P/ST/970,Paisley,Renfrew,Married,,released from prison in 1697 due to breast feeding.
A/LA/2838,Martha,Sempell,,,Female,,,,Renfrew,,,Her mother was executed for witchcraft.
A/LA/2839,Angus,Forrester,Drudge,,Male,,,,Renfrew,,,He was called the Heiland body so I assume he was a gael.
A/LA/2840,Katherine,Flowers,,,Female,Craigtoun Burn,,,Renfrew,,,Also written as Ferrier
A/LA/2841,Margaret,Shearer,,,Female,Erskine Green,P/ST/826,Greenock,Renfrew,Widowed,,
A/LA/2842,Margaret,McKillope,,,Female,Bonneill,,,Renfrew,Widowed,,
A/LA/2843,Margaret,Ewing,,,Female,Stonybull,,,Renfrew,Married,,
A/LA/2844,William,Miller,,,Male,Gatesyde of Fourmakure,P/ST/826,Greenock,Renfrew,,,
A/LA/2845,John,Stewart,,,Female,Bowhouse,P/ST/970,Paisley,Renfrew,,,
A/LA/2846,Margaret,Cunninghame,,,Female,Carslops,,,Renfrew,Married,,
A/LA/2847,Bessie,Miller,,,Female,Boighall,P/ST/1591,Paisley,Renfrew,Married,,Described as the Mayaires of Boighall.
A/LA/2848,Agnes,Supp,,,Female,Port Glasgow,P/ST/1054,Glasgow,Lanark,Married,,Port Glasgow and Newark were all joined at this time as the parish of Kilmacolm.  She was a servant to a maltman - but he supposedly fired her for her alleged involvement in tormenting Margaret Laird
A/LA/2849,Henry,Christian,,,Male,Risegill,,,Caithness,,,
A/LA/2850,Ann,Sutherland,,,Female,Risegill,,,Caithness,,,
A/LA/2851,Jean,Umphray,,,Female,Newark,P/ST/1054,Glasgow,Lanark,,,
A/LA/2852,Jean,Ewing,,,Female,,,,Renfrew,,,She was dead at the time she was denounced.
A/LA/2853,Jannet,Scot,,,Female,Painall,,,Renfrew,Widowed,,
A/LA/2854,Helen,Thompson,,,Female,,P/ST/915,Greenock,Renfrew,,,Described as a poor woman.
A/LA/2855,Marion,Mathie,,,Female,,,,Renfrew,,,Mother and sister also accused of witchcraft
A/LA/2856,Issobell,Mathie,,,Female,,,,,,,Mother and sister accused of witchraft
A/LA/2857,Elspeth,Wilson,,,Female,,,,Renfrew,,,
A/LA/2858,Issobell,Henryson,,,Female,Barochaus,P/ST/1591,Paisley,Renfrew,,,
A/LA/2859,Jonet,Lindsay,,,Female,,,,Renfrew,Married,,
A/LA/2860,Marion,Bartleman,,,Female,,P/ST/944,Paisley,Renfrew,Widowed,,
A/LA/2861,John,Robertson,,,Male,,P/ST/911,Glasgow,Lanark,,,Mother also accused.  Possibly related to Janet Robertson and Anna Hill also from Govan.  His father was dead at the time of his denunciation.
A/LA/2862,Margaret,Whyt,,,Female,,P/ST/911,Glasgow,Lanark,Widowed,,Husband was a tailor.  Possbily also related to Janet Robertson and Anna Hill also from Govan.
A/LA/2863,William,Kellie,,,Male,,P/ST/1328,Paisley,Renfrew,,,
A/LA/2864,James,Jock,,,Male,,P/ST/911,Glasgow,Lanark,,,
A/LA/2865,Jonet,Kennock,,,Female,,P/ST/911,Glasgow,Lanark,Widowed,,
A/LA/2866,Mary,Grougie,,,Female,,P/ST/911,Glasgow,Lanark,Married,,Wife of a sailor.  No modern last name
A/LA/2867,Mary,McKinnie,,,Female,,,Glasgow,Lanark,Married,,husband was a merchant
A/LA/2868,Unknown,Bell,,Mistress,Female,,,Glasgow,Lanark,,Midwife,
A/LA/2869,Margaret,Supp,,,Female,Port Glasgow,P/ST/1054,Glasgow,Lanark,,,"Port Glasgow and Newark were added onto Kilmacolm.  Possibly related to Agnes Supp also from Kilmacolm, Port Glasgow."
A/LA/2870,Jean,Greenlaw,,,Female,,P/ST/910,Glasgow,Lanark,Married,,wife of a maltman
A/LA/2871,Jannet,Temple,,,Female,,P/ST/911,Glasgow,Lanark,Married,,
A/LA/2872,Margaret,Temple,,,Female,,P/ST/911,Glasgow,Lanark,Widowed,,
A/LA/2876,Elspeth,Crystie,,,Female,,P/ST/1359,Haddington,Haddington,,,
A/LA/2877,Jonet,Dick,,,Female,Flemming,,,Berwick,,,
A/LA/2878,John,Adam,,,Male,,P/ST/804,Chirnside,Berwick,,,
